inchi_key,inchi,name,atom_bag,p_kas,smiles,major_ms,number_of_protons,charges,cross_references
VAAHKRMGOFIORX-IKTBLOROSA-N,"InChI=1S/C27H46N7O18P3S/c1-4-5-15(35)10-18(37)56-9-8-29-17(36)6-7-30-25(40)22(39)27(2,3)12-49-55(46,47)52-54(44,45)48-11-16-21(51-53(41,42)43)20(38)26(50-16)34-14-33-19-23(28)31-13-32-24(19)34/h13-16,20-22,26,35,38-39H,4-12H2,1-3H3,(H,29,36)(H,30,40)(H,44,45)(H,46,47)(H2,28,31,32)(H2,41,42,43)/t15-,16+,20+,21+,22-,26+/m0/s1",KEGG:C05268,"{""C"": 27, ""H"": 42, ""O"": 18, ""S"": 1, ""N"": 7, ""P"": 3, ""e-"": 462}","[6.13, 5.56, 4.85, 3.79, 3.12, 0.91, 0.82]",CCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C(N)N=CN=C12,0.0,"[42, 43, 44, 45, 46, 47, 48, 49]","[-4, -3, -2, -1, 0, 1, 2, 3]",KEGG:C05268
NFOYYXQAVVYWKV-HDRQGHTBSA-N,"InChI=1S/C27H44N7O18P3S/c1-4-5-15(35)10-18(37)56-9-8-29-17(36)6-7-30-25(40)22(39)27(2,3)12-49-55(46,47)52-54(44,45)48-11-16-21(51-53(41,42)43)20(38)26(50-16)34-14-33-19-23(28)31-13-32-24(19)34/h13-14,16,20-22,26,38-39H,4-12H2,1-3H3,(H,29,36)(H,30,40)(H,44,45)(H,46,47)(H2,28,31,32)(H2,41,42,43)/t16-,20-,21-,22+,26-/m1/s1",KEGG:C05269,"{""C"": 27, ""O"": 18, ""S"": 1, ""N"": 7, ""H"": 40, ""P"": 3, ""e-"": 460}","[6.11, 5.53, 4.84, 3.79, 3.12, 0.91, 0.82]",CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C(N)N=CN=C12,0.0,"[40, 41, 42, 43, 44, 45, 46, 47]","[-4, -3, -2, -1, 0, 1, 2, 3]",KEGG:C05269
OINXHIBNZUUIMR-IXUYQXAASA-N,"InChI=1S/C27H44N7O17P3S/c1-4-5-6-7-18(36)55-11-10-29-17(35)8-9-30-25(39)22(38)27(2,3)13-48-54(45,46)51-53(43,44)47-12-16-21(50-52(40,41)42)20(37)26(49-16)34-15-33-19-23(28)31-14-32-24(19)34/h6-7,14-16,20-22,26,37-38H,4-5,8-13H2,1-3H3,(H,29,35)(H,30,39)(H,43,44)(H,45,46)(H2,28,31,32)(H2,40,41,42)/b7-6+/t16-,20-,21-,22+,26-/m1/s1",KEGG:C05271,"{""C"": 27, ""O"": 17, ""S"": 1, ""N"": 7, ""H"": 40, ""P"": 3, ""e-"": 452}","[6.15, 5.58, 4.85, 3.79, 3.12, 0.91, 0.82]",CCCC=CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C(N)N=CN=C12,0.0,"[40, 41, 42, 43, 44, 45, 46, 47]","[-4, -3, -2, -1, 0, 1, 2, 3]",KEGG:C05271
OAKJQQAXSVQMHS-UHFFFAOYSA-N,InChI=1S/H4N2/c1-2/h1-2H2,KEGG:C05361,"{""N"": 2, ""H"": 4, ""e-"": 18}","[5.4, 3.71]",NN,0.0,"[4, 5, 6]","[0, 1, 2]",KEGG:C05361
JDTUMPKOJBQPKX-GBNDHIKLSA-N,"InChI=1S/C7H15O10P/c8-1-3(9)5(11)7(13)6(12)4(10)2-17-18(14,15)16/h4-8,10-13H,1-2H2,(H2,14,15,16)/t4-,5-,6-,7+/m1/s1",KEGG:C05382,"{""O"": 10, ""C"": 7, ""H"": 13, ""P"": 1, ""e-"": 152}","[13.73, 12.97, 12.11, 6.52, 1.49]",OCC(=O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP([O-])([O-])=O,3.0,"[10, 11, 12, 13, 14, 15]","[-5, -4, -3, -2, -1, 0]",KEGG:C05382
AIQDYKMWENWVQJ-QIUUJYRFSA-N,"InChI=1S/C6H11O10P/c7-1-2(8)4(5(10)11)15-6(3(1)9)16-17(12,13)14/h1-4,6-9H,(H,10,11)(H2,12,13,14)/t1-,2-,3+,4-,6+/m0/s1",KEGG:C05385,"{""O"": 10, ""C"": 6, ""H"": 8, ""P"": 1, ""e-"": 142}","[13.28, 12.24, 6.31, 3.31, 1.15]",O[C@@H]1[C@@H](O)[C@@H](OP([O-])([O-])=O)O[C@@H]([C@H]1O)C([O-])=O,2.0,"[6, 7, 8, 9, 10, 11]","[-5, -4, -3, -2, -1, 0]",KEGG:C05385
DLRVVLDZNNYCBX-ABXHMFFYSA-N,"InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5+,6-,7+,8+,9-,10-,11?,12+/m1/s1",KEGG:C05402,"{""O"": 11, ""C"": 12, ""H"": 22, ""e-"": 182}","[13.69, 13.18, 12.69, 12.13, 11.25]",OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O,5.0,"[17, 18, 19, 20, 21, 22]","[-5, -4, -3, -2, -1, 0]",KEGG:C05402
HKKHTABTHSUDBP-ILXILVFVSA-N,"InChI=1S/C12H20O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-5,7-15,17-20H,1-2H2/t3-,4-,5+,7-,8-,9-,10-,11?,12+/m1/s1",KEGG:C05403,"{""O"": 11, ""C"": 12, ""H"": 20, ""e-"": 180}","[13.0, 12.35, 11.67, 11.09]",OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)C(=O)[C@H]1O,4.0,"[16, 17, 18, 19, 20]","[-4, -3, -2, -1, 0]",KEGG:C05403
CGSJXLIKVBJVRY-XTGBIJOFSA-N,"InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h7,19-21,23-24,28H,6,8-17H2,1-5H3/t19-,20+,21+,23-,24+,26+,27-/m1/s1",KEGG:C05437,"{""C"": 27, ""H"": 44, ""O"": 1, ""e-"": 214}",[],C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3,0.0,[44],[0],KEGG:C05437
PKEPPDGGTSZLBL-FZAJRYLSSA-N,"InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h7,10,19-21,23-25,28H,6,8-9,11-17H2,1-5H3/t19-,20+,21+,23-,24+,25?,26+,27-/m1/s1",KEGG:C05439,"{""C"": 27, ""H"": 44, ""O"": 1, ""e-"": 214}",[],C[C@H](CCC=C(C)C)[C@H]1CC[C@H]2C3=CC[C@H]4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C,0.0,[44],[0],KEGG:C05439
VGONTNSXDCQUGY-RRKCRQDMSA-N,"InChI=1S/C10H12N4O4/c15-2-6-5(16)1-7(18-6)14-4-13-8-9(14)11-3-12-10(8)17/h3-7,15-16H,1-2H2,(H,11,12,17)/t5-,6+,7+/m0/s1",KEGG:C05512,"{""O"": 4, ""C"": 10, ""H"": 12, ""N"": 4, ""e-"": 132}","[13.89, 11.68, 0.68]",OC[C@H]1O[C@H](C[C@@H]1O)N1C=NC2=C1N=CNC2=O,2.0,"[10, 11, 12, 13]","[-2, -1, 0, 1]",KEGG:C05512
JGSARLDLIJGVTE-MBNYWOFBSA-N,"InChI=1S/C16H18N2O4S/c1-16(2)12(15(21)22)18-13(20)11(14(18)23-16)17-10(19)8-9-6-4-3-5-7-9/h3-7,11-12,14H,8H2,1-2H3,(H,17,19)(H,21,22)/t11-,12+,14-/m1/s1",KEGG:C05551,"{""C"": 16, ""S"": 1, ""H"": 17, ""N"": 2, ""O"": 4, ""e-"": 176}","[5.27, 3.5, 0.68]",CC1(C)S[C@@H]2[C@H](NC(=O)CC3=CC=CC=C3)C(=O)N2[C@H]1C([O-])=O,0.0,"[17, 18, 19, 20]","[-1, 0, 1, 2]",KEGG:C05551
UGKYJAWJZICPEX-UHFFFAOYSA-N,"InChI=1S/C5H7NO4/c6-5(10)3(7)1-2-4(8)9/h1-2H2,(H2,6,10)(H,8,9)",KEGG:C05572,"{""N"": 1, ""C"": 5, ""O"": 4, ""H"": 6, ""e-"": 76}","[13.59, 3.91]",NC(=O)C(=O)CCC([O-])=O,1.0,"[5, 6, 7]","[-2, -1, 0]",KEGG:C05572
UTYVDVLMYQPLQB-UHFFFAOYSA-N,"InChI=1S/C10H11NO3/c12-9(11-7-10(13)14)6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,11,12)(H,13,14)",KEGG:C05598,"{""O"": 3, ""C"": 10, ""N"": 1, ""H"": 10, ""e-"": 102}","[5.51, 4.01, 1.68]",[O-]C(=O)CNC(=O)CC1=CC=CC=C1,0.0,"[10, 11, 12, 13]","[-1, 0, 1, 2]",KEGG:C05598
OEJZZCGRGVFWHK-WVZVXSGGSA-N,"InChI=1S/C7H10O7/c8-4(9)2-1-3(6(11)12)5(10)7(13)14/h3,5,10H,1-2H2,(H,8,9)(H,11,12)(H,13,14)/t3-,5+/m0/s1",KEGG:C05662,"{""O"": 7, ""C"": 7, ""H"": 7, ""e-"": 108}","[5.2, 3.93, 3.12]",O[C@H]([C@H](CCC([O-])=O)C([O-])=O)C([O-])=O,0.0,"[7, 8, 9, 10]","[-3, -2, -1, 0]",KEGG:C05662
PCXDJQZLDDHMGX-UHFFFAOYSA-N,"InChI=1S/C3H7NO/c4-2-1-3-5/h3H,1-2,4H2",KEGG:C05665,"{""N"": 1, ""H"": 8, ""C"": 3, ""O"": 1, ""e-"": 40}",[9.68],[NH3+]CCC=O,1.0,"[7, 8]","[0, 1]",KEGG:C05665
CZHYZLLLSCZMRL-NTCAYCPXSA-N,"InChI=1S/C21H26O2/c1-14(2)8-7-9-15(3)12-13-17-16(4)20(22)18-10-5-6-11-19(18)21(17)23/h5-6,8,10-12,22-23H,7,9,13H2,1-4H3/b15-12+",KEGG:C05819,"{""C"": 21, ""O"": 2, ""H"": 26, ""e-"": 168}","[11.3, 9.38]",CC(C)=CCCC(C)=CCC1=C(O)C2=CC=CC=C2C(O)=C1C,2.0,"[24, 25, 26]","[-2, -1, 0]",KEGG:C05819
NDXMRXXKCCKQQV-UUOKFMHZSA-N,"InChI=1S/C10H18N5O15P3/c11-10-14-7(4(12-2-16)8(19)15-10)13-9-6(18)5(17)3(28-9)1-27-32(23,24)30-33(25,26)29-31(20,21)22/h2-3,5-6,9,17-18H,1H2,(H,12,16)(H,23,24)(H,25,26)(H2,20,21,22)(H4,11,13,14,15,19)/t3-,5-,6-,9-/m1/s1",KEGG:C05922,"{""N"": 5, ""C"": 10, ""O"": 15, ""H"": 15, ""P"": 3, ""e-"": 278}","[8.06, 7.31, 3.3, 2.53, 0.91]",NC1=NC(=O)C(NC=O)=C(N[C@@H]2O[C@H](COP([O-])(=O)OP([O-])(=O)OP(O)([O-])=O)[C@@H](O)[C@H]2O)N1,2.0,"[13, 14, 15, 16, 17, 18]","[-5, -4, -3, -2, -1, 0]",KEGG:C05922
CCTIOCVIZPCTGO-BYPYZUCNSA-N,"InChI=1S/C6H15N4O5P/c7-4(5(11)12)2-1-3-9-6(8)10-16(13,14)15/h4H,1-3,7H2,(H,11,12)(H5,8,9,10,13,14,15)/t4-/m0/s1",KEGG:C05945,"{""N"": 4, ""C"": 6, ""H"": 14, ""O"": 5, ""P"": 1, ""e-"": 134}","[13.54, 9.12, 3.91, 2.14]",NC(NCCC[C@H]([NH3+])C([O-])=O)=[NH+]P([O-])([O-])=O,2.0,"[12, 13, 14, 15, 16]","[-3, -2, -1, 0, 1]",KEGG:C05945
BDERNNFJNOPAEC-UHFFFAOYSA-N,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",KEGG:C05979,"{""C"": 3, ""O"": 1, ""H"": 8, ""e-"": 34}",[],CCCO,0.0,[8],[0],KEGG:C05979
AFENDNXGAFYKQO-VKHMYHEASA-N,"InChI=1S/C4H8O3/c1-2-3(5)4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m0/s1",KEGG:C05984,"{""C"": 4, ""H"": 7, ""O"": 3, ""e-"": 56}",[3.99],CC[C@H](O)C([O-])=O,0.0,"[7, 8]","[-1, 0]",KEGG:C05984
UZYFNQCWJLIAKE-ZMIZWQJLSA-N,"InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h3-4,6-9,11H,1-2H2,(H2,12,13,14)/t3-,4-,6-/m1/s1",KEGG:C06019,"{""O"": 9, ""C"": 6, ""H"": 11, ""P"": 1, ""e-"": 136}","[12.8, 12.07, 6.5, 1.48]",OC[C@@H](O)C(=O)[C@H](O)[C@H](O)COP([O-])([O-])=O,2.0,"[9, 10, 11, 12, 13]","[-4, -3, -2, -1, 0]",KEGG:C06019
KEGG:C06020,,KEGG:C06020,{},[],,0.0,[],[],KEGG:C06020
KEGG:C06021,,KEGG:C06021,{},[],,0.0,[],[],KEGG:C06021
LRHPLDYGYMQRHN-UHFFFAOYSA-N,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",KEGG:C06142,"{""C"": 4, ""O"": 1, ""H"": 10, ""e-"": 42}",[],CCCCO,0.0,[10],[0],KEGG:C06142
YMJBYRVFGYXULK-QZABAPFNSA-N,"InChI=1S/C6H14NO8P/c7-3-5(10)4(9)2(1-8)14-6(3)15-16(11,12)13/h2-6,8-10H,1,7H2,(H2,11,12,13)/t2-,3-,4-,5-,6-/m1/s1",KEGG:C06156,"{""N"": 1, ""H"": 13, ""C"": 6, ""O"": 8, ""P"": 1, ""e-"": 136}","[12.9, 8.69, 6.24, 1.18]",[NH3+][C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP([O-])([O-])=O,2.0,"[11, 12, 13, 14, 15]","[-3, -2, -1, 0, 1]",KEGG:C06156
FRIWJYNKZPJVRL-QWWZWVQMSA-N,"InChI=1S/C6H10O5/c1-3(7)4(8)2-5(9)6(10)11/h3-4,7-8H,2H2,1H3,(H,10,11)/t3-,4-/m1/s1",KEGG:C06159,"{""C"": 6, ""H"": 9, ""O"": 5, ""e-"": 86}","[13.92, 3.06]",C[C@@H](O)[C@H](O)CC(=O)C([O-])=O,1.0,"[8, 9, 10]","[-2, -1, 0]",KEGG:C06159
FYGDTMLNYKFZSV-ZWSAEMDYSA-N,"InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16?,17+,18+/m1/s1",KEGG:C06219,"{""O"": 16, ""C"": 18, ""H"": 32, ""e-"": 268}","[13.83, 13.3, 12.86, 12.41, 11.96, 11.22]",OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,6.0,"[26, 27, 28, 29, 30, 31, 32]","[-6, -5, -4, -3, -2, -1, 0]",KEGG:C06219
KDVFRMMRZOCFLS-UHFFFAOYSA-N,"InChI=1S/C5H8O3/c1-2-3-4(6)5(7)8/h2-3H2,1H3,(H,7,8)",KEGG:C06255,"{""C"": 5, ""O"": 3, ""H"": 7, ""e-"": 62}",[3.38],CCCC(=O)C([O-])=O,0.0,"[7, 8]","[-1, 0]",KEGG:C06255
IHXBZDHPKCDGKN-TYHXJLICSA-N,"InChI=1S/C28H42N7O17P3S/c1-28(2,22(38)25(39)31-9-8-18(36)30-10-11-56-27(40)16-6-4-3-5-7-16)13-49-55(46,47)52-54(44,45)48-12-17-21(51-53(41,42)43)20(37)26(50-17)35-15-34-19-23(29)32-14-33-24(19)35/h4,6-7,14-15,17,20-22,26,37-38H,3,5,8-13H2,1-2H3,(H,30,36)(H,31,39)(H,44,45)(H,46,47)(H2,29,32,33)(H2,41,42,43)/t17-,20-,21-,22+,26-/m1/s1",KEGG:C06322,"{""C"": 28, ""O"": 17, ""P"": 3, ""H"": 38, ""N"": 7, ""S"": 1, ""e-"": 456}","[6.15, 5.58, 4.85, 3.79, 3.12, 0.91, 0.82]",CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C(N)N=CN=C12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CCCC=C1,0.0,"[38, 39, 40, 41, 42, 43, 44, 45]","[-4, -3, -2, -1, 0, 1, 2, 3]",KEGG:C06322
FMAORJIQYMIRHF-BCDHYOAOSA-N,"InChI=1S/C4H8O4/c5-2-1-8-4(7)3(2)6/h2-7H,1H2/t2-,3+,4?/m1/s1",KEGG:C06463,"{""O"": 4, ""C"": 4, ""H"": 8, ""e-"": 64}","[13.05, 11.32]",O[C@@H]1COC(O)[C@H]1O,2.0,"[6, 7, 8]","[-2, -1, 0]",KEGG:C06463
WQZGKKKJIJFFOK-RSVSWTKNSA-N,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4-,5+,6?/m1/s1",KEGG:C06464,"{""O"": 6, ""C"": 6, ""H"": 12, ""e-"": 96}","[13.58, 12.69, 11.3]",OC[C@H]1OC(O)[C@@H](O)[C@H](O)[C@@H]1O,3.0,"[9, 10, 11, 12]","[-3, -2, -1, 0]",KEGG:C06464
LKDRXBCSQODPBY-JDJSBBGDSA-N,"InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4-,5-,6?/m1/s1",KEGG:C06468,"{""O"": 6, ""C"": 6, ""H"": 12, ""e-"": 96}","[13.57, 12.64, 10.29]",OCC1(O)OC[C@@H](O)[C@@H](O)[C@H]1O,3.0,"[9, 10, 11, 12]","[-3, -2, -1, 0]",KEGG:C06468
VBUYCZFBVCCYFD-JJYYJPOSSA-N,"InChI=1S/C6H10O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-4,7-10H,1H2,(H,12,13)/t2-,3-,4+/m1/s1",KEGG:C06473,"{""O"": 7, ""C"": 6, ""H"": 9, ""e-"": 102}","[13.41, 12.31, 2.67]",OC[C@@H](O)[C@@H](O)[C@H](O)C(=O)C([O-])=O,2.0,"[7, 8, 9, 10]","[-3, -2, -1, 0]",KEGG:C06473
VGGSQFUCUMXWEO-UHFFFAOYSA-N,InChI=1S/C2H4/c1-2/h1-2H2,KEGG:C06547,"{""C"": 2, ""H"": 4, ""e-"": 16}",[],C=C,0.0,[4],[0],KEGG:C06547
KEGG:C06567,,KEGG:C06567,{},[],,0.0,[],[],KEGG:C06567
ATCRIUVQKHMXSH-UHFFFAOYSA-N,"InChI=1S/C7H4Cl2O2/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3H,(H,10,11)",KEGG:C06670,"{""O"": 2, ""C"": 7, ""Cl"": 2, ""H"": 3, ""e-"": 96}",[3.07],[O-]C(=O)C1=C(Cl)C=C(Cl)C=C1,0.0,"[3, 4]","[-1, 0]",KEGG:C06670
WBCJUEJWJADAGR-CRVKRRNDSA-N,"InChI=1S/C28H44N7O18P3S/c1-28(2,22(39)25(40)31-8-7-18(37)30-9-10-57-27(41)15-5-3-4-6-16(15)36)12-50-56(47,48)53-55(45,46)49-11-17-21(52-54(42,43)44)20(38)26(51-17)35-14-34-19-23(29)32-13-33-24(19)35/h5,13-14,16-17,20-22,26,36,38-39H,3-4,6-12H2,1-2H3,(H,30,37)(H,31,40)(H,45,46)(H,47,48)(H2,29,32,33)(H2,42,43,44)/t16?,17-,20-,21-,22+,26-/m1/s1",KEGG:C06749,"{""C"": 28, ""O"": 18, ""P"": 3, ""H"": 40, ""N"": 7, ""S"": 1, ""e-"": 466}","[6.13, 5.56, 4.85, 3.79, 3.12, 0.91, 0.82]",CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C(N)N=CN=C12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CCCCC1O,0.0,"[40, 41, 42, 43, 44, 45, 46, 47]","[-4, -3, -2, -1, 0, 1, 2, 3]",KEGG:C06749
WSLDOOZREJYCGB-UHFFFAOYSA-N,InChI=1S/C2H4Cl2/c3-1-2-4/h1-2H2,KEGG:C06752,"{""Cl"": 2, ""C"": 2, ""H"": 4, ""e-"": 50}",[],ClCCCl,0.0,[4],[0],KEGG:C06752
CYTYCFOTNPOANT-UHFFFAOYSA-N,InChI=1S/C2Cl4/c3-1(4)2(5)6,KEGG:C06789,"{""Cl"": 4, ""C"": 2, ""e-"": 80}",[],ClC(Cl)=C(Cl)Cl,0.0,[0],[0],KEGG:C06789
XSTXAVWGXDQKEL-UHFFFAOYSA-N,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,KEGG:C06790,"{""Cl"": 3, ""C"": 2, ""H"": 1, ""e-"": 64}",[],ClC=C(Cl)Cl,0.0,[1],[0],KEGG:C06790
KFUSEUYYWQURPO-OWOJBTEDSA-N,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1+,KEGG:C06791,"{""Cl"": 2, ""C"": 2, ""H"": 2, ""e-"": 48}",[],Cl\C=C\Cl,0.0,[2],[0],KEGG:C06791
KFUSEUYYWQURPO-UPHRSURJSA-N,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1-,KEGG:C06792,"{""Cl"": 2, ""C"": 2, ""H"": 2, ""e-"": 48}",[],Cl\C=C/Cl,0.0,[2],[0],KEGG:C06792
BZHJMEDXRYGGRV-UHFFFAOYSA-N,"InChI=1S/C2H3Cl/c1-2-3/h2H,1H2",KEGG:C06793,"{""Cl"": 1, ""C"": 2, ""H"": 3, ""e-"": 32}",[],ClC=C,0.0,[3],[0],KEGG:C06793
LSQZJLSUYDQPKJ-NJBDSQKTSA-N,"InChI=1S/C16H19N3O5S/c1-16(2)11(15(23)24)19-13(22)10(14(19)25-16)18-12(21)9(17)7-3-5-8(20)6-4-7/h3-6,9-11,14,20H,17H2,1-2H3,(H,18,21)(H,23,24)/t9-,10-,11+,14-/m1/s1",KEGG:C06827,"{""C"": 16, ""S"": 1, ""H"": 19, ""N"": 3, ""O"": 5, ""e-"": 192}","[9.53, 8.38, 3.63, 2.66]",CC1(C)S[C@@H]2[C@H](NC(=O)[C@H]([NH3+])C3=CC=C(O)C=C3)C(=O)N2[C@H]1C([O-])=O,2.0,"[17, 18, 19, 20, 21]","[-2, -1, 0, 1, 2]",KEGG:C06827
JCQLYHFGKNRPGE-FCVZTGTOSA-N,"InChI=1S/C12H22O11/c13-1-4-6(16)7(17)8(18)11(21-4)22-9-5(2-14)23-12(20,3-15)10(9)19/h4-11,13-20H,1-3H2/t4-,5-,6+,7+,8-,9-,10+,11+,12-/m1/s1",KEGG:C07064,"{""O"": 11, ""C"": 12, ""H"": 22, ""e-"": 182}","[13.35, 12.83, 12.14, 10.28]",OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,4.0,"[18, 19, 20, 21, 22]","[-4, -3, -2, -1, 0]",KEGG:C07064
WLJVXDMOQOGPHL-UHFFFAOYSA-N,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",KEGG:C07086,"{""O"": 2, ""C"": 8, ""H"": 7, ""e-"": 72}",[4.55],[O-]C(=O)CC1=CC=CC=C1,0.0,"[7, 8]","[-1, 0]",KEGG:C07086
VZGDMQKNWNREIO-UHFFFAOYSA-N,"InChI=1S/CCl4/c2-1(3,4)5",KEGG:C07561,"{""Cl"": 4, ""C"": 1, ""e-"": 74}",[],ClC(Cl)(Cl)Cl,0.0,[0],[0],KEGG:C07561
HSHGZXNAXBPPDL-HZGVNTEJSA-N,"InChI=1S/C10H12N2O5S/c1-4(13)17-2-5-3-18-9-6(11)8(14)12(9)7(5)10(15)16/h6,9H,2-3,11H2,1H3,(H,15,16)/t6-,9-/m1/s1",KEGG:C07756,"{""C"": 10, ""O"": 5, ""N"": 2, ""H"": 12, ""S"": 1, ""e-"": 142}","[7.39, 3.23]",CC(=O)OCC1=C(N2[C@H](SC1)[C@H]([NH3+])C2=O)C([O-])=O,1.0,"[11, 12, 13]","[-1, 0, 1]",KEGG:C07756
XIURVHNZVLADCM-IUODEOHRSA-N,"InChI=1S/C16H16N2O6S2/c1-8(19)24-6-9-7-26-15-12(14(21)18(15)13(9)16(22)23)17-11(20)5-10-3-2-4-25-10/h2-4,12,15H,5-7H2,1H3,(H,17,20)(H,22,23)/t12-,15-/m1/s1",KEGG:C07761,"{""C"": 16, ""O"": 6, ""N"": 2, ""H"": 15, ""S"": 2, ""e-"": 206}","[12.82, 4.82, 3.39, 0.32]",CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC1=CC=CS1)C2=O)C([O-])=O,1.0,"[14, 15, 16, 17, 18]","[-2, -1, 0, 1, 2]",KEGG:C07761
DLRVVLDZNNYCBX-LIZSDCNHSA-N,"InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1",KEGG:C08240,"{""O"": 11, ""C"": 12, ""H"": 22, ""e-"": 182}","[13.69, 13.18, 12.69, 12.13, 11.25]",OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,5.0,"[17, 18, 19, 20, 21, 22]","[-5, -4, -3, -2, -1, 0]",KEGG:C08240
UFLHIIWVXFIJGU-ARJAWSKDSA-N,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h3-4,7H,2,5-6H2,1H3/b4-3-",KEGG:C08492,"{""C"": 6, ""O"": 1, ""H"": 12, ""e-"": 56}",[],CC\C=C/CCO,0.0,[12],[0],KEGG:C08492
RAHZWNYVWXNFOC-UHFFFAOYSA-N,InChI=1S/O2S/c1-3-2,KEGG:C09306,"{""O"": 2, ""S"": 1, ""e-"": 32}",[],O=S=O,0.0,[0],[0],KEGG:C09306
IAZDPXIOMUYVGZ-UHFFFAOYSA-N,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,KEGG:C11143,"{""C"": 2, ""S"": 1, ""O"": 1, ""H"": 6, ""e-"": 42}",[],CS(C)=O,0.0,[6],[0],KEGG:C11143
