reaction	dGr	dGrSD
"r_0265"	-1339.79850197	269920.624607
"r_0266"	-418.89586179	141421.35781
"r_0267"	-266.91764886	141421.35769
"r_0268"	-1419.13947608	61.4187271404
"r_0269"	-1504.86124127	269920.624464
"r_0270"	6.80176517178	7.56535550267
"r_0271"	-85.5882487875	14.4312100948
"r_0276"	-2664175427.49	100067.317732
"r_0277"	35.9623173745	30.9227663341
"r_0279"	-1.25066829651	7.04764635739
"r_0280"	-1.25066829651	7.04764635739
"r_0281"	-1.25066829651	7.04764635739
"r_0282"	-90.9939759727	32.3624549749
"r_0283"	-90.9939759727	32.3624549749
"r_0286"	-266.91764886	141421.35769
"r_0287"	-266.91764886	141421.35769
"r_0288"	-266.91764886	141421.35769
"r_0289"	-266.91764886	141421.35769
"r_0290"	-1360284037.79	100017.554092
"r_0291"	-1360283727.37	141433.768904
"r_0292"	-22910219.825	100000.007195
"r_0293"	-22909909.4089	141421.360858
"r_0294"	-266.91764886	141421.35769
"r_0295"	-266.91764886	141421.35769
"r_0298"	8174542283.02	98391.3094403
"r_0299"	8.58131041341	14.3058479911
"r_0300"	-24.0054444083	19.9321190778
"r_0302"	2144571320.36	157966.435028
"r_0304"	-3442526605.47	4741.81195142
"r_0305"	1757016997.03	2420.16668597
"r_0306"	907160513.266	1249.56236495
"r_0307"	-2305984950.12	3176.32045523
"r_0308"	-2305984950.12	3176.32045523
"r_0309"	-1519379915.8	2092.84748041
"r_0310"	-531137967.73	100002.686375
"r_0311"	-1347932028.61	141433.543807
"r_0312"	-1347932112.92	141433.550127
"r_0313"	-1347932028.61	141433.543807
"r_0314"	-1347932028.61	141433.543807
"r_0315"	-1347932028.61	141433.543807
"r_0316"	-1347932028.61	141433.543807
"r_0317"	-1347932028.61	141433.543807
"r_0318"	-1347932028.61	141433.543807
"r_0319"	-1347932028.61	141433.543807
"r_0320"	-1347932028.61	141433.543807
"r_0321"	-1347932028.61	141433.543807
"r_0322"	-1347932028.61	141433.543807
"r_0323"	-1347932028.61	141433.543807
"r_0324"	-1347932028.61	141433.543807
"r_0325"	-1347932028.61	141433.543807
"r_0326"	-1347932028.61	141433.543807
"r_0327"	-1347932028.61	141433.543807
"r_0328"	-10.3628943949	14.2492077554
"r_0329"	-10.3628943949	14.2492077554
"r_0330"	8.2583000708	5.45214083293
"r_0331"	8.2583000708	5.45214083293
"r_0332"	5313324823.53	7318.68901002
"r_0333"	-204544480.31	285.023755369
"r_0334"	4227630546.58	5823.22877101
"r_0335"	-4574654351.46	6301.29432611
"r_0336"	-4574654342.86	6301.30849522
"r_0337"	195596855.76	269.946625136
"r_0338"	-195596881.463	269.58131183
"r_0339"	-43.2648663242	26.6633682056
"r_0340"	969685014.192	1335.82932395
"r_0341"	50.0590946256	28.8437507943
"r_0343"	-45.1170026092	21.2907033255
"r_0344"	-5944307894.93	8187.83392899
"r_0345"	-3.94143235183	14.0987172893
"r_0346"	-329521406.615	100001.030447
"r_0347"	-1601.15154783	106904.510375
"r_0348"	-1602.14500688	106904.510425
"r_0349"	630983019.397	869.388658515
"r_0350"	423308062.466	583.428662081
"r_0351"	-423308254.549	583.299651891
"r_0352"	-423308254.218	583.300691086
"r_0353"	28.9781398629	5.50914959566
"r_0354"	36.7378745785	14.8640742746
"r_0355"	-37.1534001408	15.0067254277
"r_0356"	4190537329.45	5772.20634648
"r_0357"	409588832.54	564.592504605
"r_0358"	-179706333.139	248.367921053
"r_0359"	-41.0277346994	26.025698127
"r_0360"	1762389225.86	2427.55589341
"r_0361"	4660870858.07	6420.01246345
"r_0362"	-2.07912708149	14.1053507042
"r_0363"	-3160250088.0	100094.699951
"r_0364"	-5.46895242084	16.6617800857
"r_0365"	-1321521033.41	1820.34753914
"r_0366"	567635121.143	781.949334482
"r_0367"	28.0795501498	19.9321190332
"r_0368"	28.0795501498	19.9321190332
"r_0369"	1616411125.1	2226.93349795
"r_0372"	846735437.202	1166.40688436
"r_0373"	-2719.10360209	100000.002083
"r_0374"	-173.172460227	20.9009301791
"r_0375"	-50.9586176829	15.0663389028
"r_0376"	-50.9586176829	15.0663389028
"r_0377"	2210844500.52	3045.31149836
"r_0378"	-228123829.307	314.307549854
"r_0379"	-13.4299573014	3.07781058114
"r_0380"	-16.0466332788	15.3848340379
"r_0381"	21.0975366063	16.2738395289
"r_0382"	4557270317.33	6277.28027717
"r_0383"	4557270290.08	6277.28181017
"r_0384"	1869890013.3	2575.6283692
"r_0385"	-37.9262191497	3.98043681661
"r_0386"	11.920151785	17.5345170163
"r_0387"	3834425863.93	5281.62116628
"r_0388"	-3995924687.38	5504.09040221
"r_0389"	-7435.15556577	100000.036476
"r_0390"	7435.05763533	100000.025526
"r_0391"	8081994904.69	172287.676858
"r_0392"	1618615888.78	2229.57918072
"r_0393"	-1881022998.28	70646.2144014
"r_0395"	-5.50643969983	14.1019458195
"r_0396"	-1124657401.21	1549.20277711
"r_0398"	-4.1135917884	1.46597809038
"r_0400"	1529243720.43	2106.48726059
"r_0401"	39.7008596582	22.0830340162
"r_0402"	1367981226.26	99952.3077541
"r_0405"	-1519379915.8	2092.84748041
"r_0407"	-22907766.9577	173.021843589
"r_0408"	-22907555.6762	165.386687767
"r_0409"	-2458750608.7	3392.36371584
"r_0410"	-2458750397.41	3391.92443464
"r_0415"	-22907236.3807	82.5389206214
"r_0416"	1828823872.63	2520.20594574
"r_0417"	-1554942040.61	2142.29271446
"r_0418"	-1554942040.61	2142.29271446
"r_0419"	-1554942040.61	2142.29271446
"r_0420"	-1554942464.76	2142.69051969
"r_0421"	-1554942033.06	2142.34447869
"r_0422"	-1554942464.76	2142.69051969
"r_0423"	-1554942048.16	2142.34887827
"r_0424"	-1473574496.63	2030.71968672
"r_0425"	-4664826121.83	6426.87814337
"r_0426"	-1554944058.18	100022.944858
"r_0427"	-4664826115.95	6426.62053911
"r_0429"	-1554942040.61	2142.29271446
"r_0430"	-4641919216.33	6395.33061153
"r_0431"	22906887.8716	32.0691112841
"r_0432"	22906887.8716	32.0691112841
"r_0433"	-851234048.565	1172.63638667
"r_0434"	-851234048.565	1172.63638667
"r_0435"	22906887.872	32.0691112841
"r_0436"	22906887.872	32.0691112841
"r_0437"	22906887.8716	32.0691112841
"r_0438"	22908407.9716	141421.360112
"r_0439"	1851731091.38	2550.6192391
"r_0440"	2377381643.64	3274.65977968
"r_0442"	22906887.8744	32.0691112841
"r_0443"	22906887.8716	32.0691112841
"r_0444"	22906887.8716	32.0691112841
"r_0464"	-1554942040.61	2142.29271446
"r_0465"	-1554942040.61	2142.29271446
"r_0466"	-2429082969.49	3346.18796807
"r_0467"	1148023091.78	1581.97712359
"r_0468"	-4434962037.0	141066.550923
"r_0472"	4886670399.1	6731.03156887
"r_0473"	4886670399.1	6731.03156887
"r_0474"	-75.3077659548	20.7821622576
"r_0475"	-75.6389189631	20.8098219261
"r_0476"	2976293822.25	4099.64098666
"r_0477"	-2810.09136744	100000.004084
"r_0478"	-53.2099479271	15.7156923234
"r_0479"	-6.37789627504	9.30502339447
"r_0480"	-6.37789627504	9.30502339447
"r_0481"	10.3212066725	15.421680004
"r_0482"	-2094263275.55	2884.68730355
"r_0483"	-9.58142839109	3.32743310917
"r_0484"	699378365.173	963.342726918
"r_0485"	-18.9383137175	14.0952926261
"r_0486"	-18.9383137175	14.0952926261
"r_0487"	-55.9625043085	17.8318178797
"r_0488"	-46.3234800946	21.8359466315
"r_0489"	-18.4325557575	22.4619446071
"r_0490"	-18.4325557575	22.4619446071
"r_0491"	2157607477.21	2971.94116442
"r_0492"	-235187795.37	324.33612687
"r_0493"	235187781.554	324.321439432
"r_0494"	-944779255.357	1301.53604143
"r_0495"	-531138052.035	100002.677439
"r_0496"	-8523566109.4	11740.5418525
"r_0497"	950384357.934	1309.09538876
"r_0498"	950384357.934	1309.09538876
"r_0499"	2312364187.71	3185.15637721
"r_0500"	5.52787724961	18.0454417344
"r_0501"	-2312364157.43	3185.16199681
"r_0502"	-2312364157.43	3185.16199681
"r_0504"	-2312364176.61	3185.12515794
"r_0505"	-2312364176.61	3185.12515794
"r_0506"	30.6067537525	6.66794311371
"r_0507"	962470720.396	1325.9005667
"r_0508"	65.1908780022	20.6184879776
"r_0509"	-65.5220310195	20.6519325436
"r_0510"	-73.7896806162	14.7463940287
"r_0511"	-4190537360.15	5772.15166963
"r_0512"	-4190537359.82	5772.15156629
"r_0513"	-8.59880261399	15.505140177
"r_0514"	-52.6372356107	9.15326762071
"r_0515"	8.50087216852	20.8890582621
"r_0516"	-14.1266798636	10.7908664615
"r_0520"	-42.1715372259	14.5882372694
"r_0521"	-42.1715372259	14.5882372694
"r_0522"	-260.103868639	16.1049663853
"r_0523"	-260.103868639	16.1049663853
"r_0524"	-1212828166.32	1670.65467969
"r_0525"	-699378313.382	963.448922055
"r_0526"	49.527300756	16.6067709365
"r_0527"	10.1774119178	17.2771869441
"r_0528"	-10.2753423632	10.0053537212
"r_0529"	3.52204546048	14.7404646225
"r_0530"	-50.9388876059	14.5287983353
"r_0531"	-50.9388876059	14.5287983353
"r_0536"	-1120262522.43	70794.113718
"r_0537"	-39.8026151938	7.70787512875
"r_0538"	15.1070498182	22.8016673798
"r_0539"	-6.77130116565	5.98099917131
"r_0540"	-6.77130116565	5.98099917131
"r_0541"	2581232323.44	100063.188488
"r_0542"	29.9170348083	14.7810629647
"r_0546"	-2581232368.46	100063.187508
"r_0548"	950384374.07	1309.09826262
"r_0551"	-2962468911.35	102577.18683
"r_0552"	-1.83269968906	13.0393498469
"r_0561"	-129788481.146	179.684436358
"r_0562"	-129788428.978	181.454221839
"r_0563"	4.59608302112	29.5903129384
"r_0564"	-527411293.257	99551.734519
"r_0565"	-29.4293271368	10.6637788493
"r_0566"	5.53693557424	21.4833871115
"r_0567"	-2.14757932513	5.75437909765
"r_0568"	-1762389230.3	2427.56271361
"r_0569"	-325.578590126	141421.356984
"r_0570"	5080307608.01	141036.897961
"r_0571"	8081992351.76	140296.272094
"r_0572"	11.180399172	14.3788691303
"r_0573"	2312364187.71	3185.15637721
"r_0574"	9.07154306754	15.6654644972
"r_0575"	-2822720300.6	3888.30667315
"r_0576"	-2370251367.7	3264.84320488
"r_0577"	9.71128229431	14.0974018437
"r_0580"	10151219000.4	98192.3945333
"r_0581"	-649095202.501	894.152101473
"r_0582"	-5.78843868788	16.8748523763
"r_0583"	-5.78843868897	16.8748523763
"r_0584"	6980687537.6	98547.695869
"r_0585"	649095249.549	894.2614857
"r_0586"	-47.5931768102	16.3094980083
"r_0587"	-47.9243298276	16.2827614697
"r_0588"	184969486.492	255.971319314
"r_0589"	-969685029.822	1335.81941421
"r_0593"	-172705378.653	238.462964833
"r_0594"	-172705378.653	238.462964833
"r_0595"	-2664176866.48	100067.312114
"r_0596"	1708009602.66	2352.69605912
"r_0597"	2284201830.28	3146.8240295
"r_0598"	-916287255.139	1262.44935045
"r_0599"	-179616108.813	248.022124062
"r_0600"	-179616108.813	248.022124062
"r_0601"	13.3525233808	14.412194373
"r_0602"	985631557.357	1357.67437003
"r_0603"	-27.3624837307	7.58354621862
"r_0604"	-395769548.365	100001.487397
"r_0605"	3667944904.6	5052.31051243
"r_0606"	-395769548.044	545.400729445
"r_0607"	3092257362.43	4259.37734829
"r_0608"	-138.607247868	27.2490923386
"r_0609"	1386486455.66	1909.89336434
"r_0610"	12.8336950556	14.1228471767
"r_0611"	12.8336950556	14.1228471767
"r_0612"	-66.3699250371	14.4288477783
"r_0613"	-60.2893706849	14.4288477783
"r_0614"	-60.2898163396	14.4288477783
"r_0615"	-54.2062736621	14.4288477783
"r_0616"	-54.2067193168	14.4288477783
"r_0617"	0.0	141421.356237
"r_0619"	5.39125667415	16.7223440312
"r_0620"	-21.8450272734	28.3563375191
"r_0621"	-112630527.386	141421.441461
"r_0622"	-112630527.386	141421.441461
"r_0623"	-112630527.386	141421.441461
"r_0624"	-112630527.386	141421.441461
"r_0627"	-2.58691186062	15.1392783346
"r_0628"	213.572130523	100000.001136
"r_0629"	2305984915.74	3176.34926885
"r_0630"	2305984916.07	3176.34942346
"r_0631"	2305984916.07	3176.34942346
"r_0632"	2305984916.07	3176.34942346
"r_0633"	2305984958.77	3176.32233513
"r_0634"	-6.12345764823	15.0478004427
"r_0635"	-6.12345764823	15.0478004427
"r_0638"	10.0059914207	14.2842537553
"r_0639"	-1820526091.56	2507.63645908
"r_0640"	-44.7796631224	14.4059849938
"r_0641"	450308038.277	620.466538884
"r_0642"	2066992058.48	2847.19108252
"r_0643"	9.5476145361	16.2381055287
"r_0644"	-2.79091000513	15.1860401539
"r_0645"	-81.7425007293	19.9559884379
"r_0646"	12.3385245412	28.4208488625
"r_0647"	0.052617288516	2.55406066173
"r_0648"	-6.42805286367	8.37065044015
"r_0649"	41.3156231749	14.4059849938
"r_0650"	649095187.4	894.27045567
"r_0651"	649095187.068	894.27205763
"r_0652"	-129.904948083	21.1272791107
"r_0653"	-129.904948083	21.1272791107
"r_0654"	-12.8376500192	5.2068040181
"r_0655"	-12.8376500192	5.2068040181
"r_0656"	-12.8376500192	5.2068040181
"r_0657"	2723606037.13	3751.62104716
"r_0658"	2723606037.13	3751.62104716
"r_0659"	508488890.113	701.020154331
"r_0660"	508488890.444	701.020974864
"r_0661"	-508488890.113	701.020154331
"r_0662"	-508488890.444	701.020974864
"r_0663"	808960002.063	1114.40356967
"r_0664"	-25.7026527335	15.5422061322
"r_0665"	48.2719807394	15.4414657272
"r_0666"	76.1840047402	17.8127759256
"r_0667"	-21.534297835	24.2620228441
"r_0668"	-21.534297835	24.2620228441
"r_0669"	-350.463853609	18.3582684491
"r_0670"	51.7451525981	100000.002341
"r_0671"	-981665407.08	1352.48884552
"r_0672"	-23.4478542418	14.0952926259
"r_0673"	-548971910.025	320441.869338
"r_0674"	-0.932469690092	7.58174249239
"r_0675"	-0.932469690092	7.58174249239
"r_0678"	1469889898.27	100020.494593
"r_0679"	1469889898.27	100020.494593
"r_0680"	1469889898.27	100020.494593
"r_0681"	1469889898.27	100020.494593
"r_0682"	1469891016.42	2024.66414151
"r_0683"	1469891016.42	2024.66414151
"r_0688"	64.3130820918	25.0487118639
"r_0689"	64.3130820918	25.0487118639
"r_0690"	64.3130820918	25.0487118639
"r_0691"	-17.8947453656	25.8287297842
"r_0692"	-17.8947453656	25.8287297842
"r_0693"	-17.0129803882	24.97722908
"r_0694"	-16.6818273709	25.0079024961
"r_0697"	-31.3622463566	19.9321189606
"r_0698"	-0.713428178809	5.56692672792
"r_0699"	18.1464742972	14.7643275888
"r_0700"	18.1464742972	14.7643275888
"r_0701"	-6980687598.43	98547.6938434
"r_0702"	-1101307457.72	1517.20397328
"r_0706"	7.37525023594	5.40732360162
"r_0707"	7.70640348261	5.4813261082
"r_0708"	7.70640348261	5.4813261082
"r_0709"	172705316.702	238.016320514
"r_0710"	11.3941427555	10.2414466389
"r_0711"	-2054210359.57	2829.55503133
"r_0712"	-513223015.303	707.145564162
"r_0713"	-2054210356.92	2829.56197106
"r_0714"	-2054210356.58	2829.56140283
"r_0715"	2665470596.34	3671.51693028
"r_0716"	-94.6609755115	141421.356968
"r_0717"	-94.6609755115	141421.356968
"r_0718"	-94.6609755115	141421.356968
"r_0719"	-94.6609755115	141421.356968
"r_0720"	-44.5585237003	14.4059849938
"r_0721"	-44.5585237003	14.4059849938
"r_0722"	-44.5585237004	14.4059849938
"r_0725"	-2275705100.27	3134.60587339
"r_0726"	-2199732364.98	3029.98776362
"r_0728"	-30.9117986562	14.6887157436
"r_0729"	-784002457.229	1080.10217094
"r_0730"	-148.96292131	24.7452890482
"r_0731"	1114110632.96	1534.70873523
"r_0732"	-2066992518.37	2847.16620086
"r_0733"	-94.6609755115	223606.798212
"r_0734"	12.2654316825	28.4208488625
"r_0735"	14.1125199237	31.63489068
"r_0736"	13.3979213632	19.9321190332
"r_0737"	13.3979213633	19.9321190332
"r_0738"	2871508597.26	3955.31343291
"r_0739"	2871508597.26	3955.31343291
"r_0740"	684075052.369	942.504223162
"r_0741"	684075052.369	942.504223162
"r_0742"	-2756.88141951	100000.00291
"r_0743"	13.7290743805	19.9975893988
"r_0744"	13.7290743806	19.9975893988
"r_0746"	-13.4958518087	14.1713383942
"r_0747"	-13.4958518087	14.1713383942
"r_0748"	-27.9149694452	19.9321190333
"r_0749"	-27.9149694452	19.9321190333
"r_0756"	-6628997478.24	9130.93394634
"r_0757"	-6628997478.24	9130.93394634
"r_0758"	4819537452.55	98899.7350617
"r_0759"	-25.861393134	19.9321190332
"r_0760"	-25.861393134	19.9321190332
"r_0761"	2683829155.79	3696.80796085
"r_0762"	2683829155.79	3696.80796085
"r_0763"	-3366540000.7	4637.25646471
"r_0764"	-3366540000.7	4637.25646471
"r_0765"	-649095279.037	894.328163519
"r_0766"	1.18275229093	14.1735252431
"r_0767"	1.98119615202	19.992711752
"r_0768"	2.0496488874	15.2929569516
"r_0769"	2.0496488874	15.2929569516
"r_0770"	4.55551421845	20.8295911633
"r_0771"	-1540987344.26	2122.60972259
"r_0772"	1762389228.15	2427.55589341
"r_0773"	2043473960.48	100039.605732
"r_0774"	-6915302549.88	9525.28514591
"r_0775"	-1805202949.73	2486.54774923
"r_0776"	1863769217.54	2567.19613461
"r_0777"	-2.64436458634	6.40696220894
"r_0778"	3.55605071208	7.01145667264
"r_0779"	-2.99154522838	6.07141995198
"r_0780"	6915302549.78	9525.2955448
"r_0781"	2.54643415135	15.5241682801
"r_0782"	-1914434925.35	2637.02717726
"r_0783"	1165281943.84	1605.2413981
"r_0785"	13.9722562975	5.2068040181
"r_0786"	-4495404765.41	6192.12610827
"r_0787"	-4495404722.14	6192.10387088
"r_0789"	-1466931309.16	2020.6763262
"r_0790"	-5367534889.81	7393.38061853
"r_0791"	1466931311.08	2020.67634233
"r_0792"	-4190537329.56	5772.13536971
"r_0793"	-6.90775225918	6.30360649493
